,Aircraft,Type_Of_Traveller,Seat_Type,Route,Date_Flown,Seat_Comfort,Cabin_Staff_Service,Food_Beverages,Inflight_Entertainment,Ground_Service,Wifi_Connectivity,Value_For_Money,Recommended
1941,,Business,Economy Class,Djibouti to LHR via IST,February 2015,5,5,5,4,5,,4,yes
1942,,Solo Leisure,Economy Class,Gatwick to KIgali via Istanbul,August 2015,3,5,4,5,5,,4,yes
1943,,Solo Leisure,Economy Class,DAC to ORD via IST,July 2015,3,3,2,4,1,,3,yes
1944,A321,Solo Leisure,Business Class,Tel Aviv to Amsterdam via IST,August 2015,3,4,4,2,3,,5,yes
1945,Boeing 737,Couple Leisure,Economy Class,Madrid to Tiblisi via Istanbul,August 2015,3,3,5,5,3,,3,yes
1946,Airbus 330-200 / Airbus 321,Family Leisure,Economy Class,Dhaka to Munich via Istanbul,August 2015,3,2,3,3,1,,1,no
1947,A330 / A320,Solo Leisure,Business Class,Brussels to Istanbul,August 2015,3,2,1,3,1,2,3,no
1948,A319 / A330 / A321,Family Leisure,Economy Class,Oslo to Dhaka via Istanbul,August 2015,3,3,4,3,3,,4,yes
1949,A330,Solo Leisure,Economy Class,HAJ to DXB via IST,June 2015,3,5,4,1,4,,4,yes
1950,Boeing 737-800,Couple Leisure,Economy Class,Amsterdam to Kilimanjaro Airport via Istanbul,July 2015,3,2,2,3,1,,1,no
1951,,Business,Economy Class,London to Istanbul,May 2015,4,4,4,,4,,1,no
1952,,Solo Leisure,Economy Class,Addis Ababa to Boston,August 2015,1,1,1,1,1,1,1,no
1953,Airbus A320,Solo Leisure,Economy Class,Ashgabat to Nicosia via Istanbul,June 2015,5,5,5,5,5,,5,yes
1954,Boeing 737-800 / A321,Business,Business Class,KIV to TAS via IST,June 2015,2,4,3,3,1,,2,no
1955,,Solo Leisure,Economy Class,Bishkek to Manchester via Istanbul,August 2015,2,2,2,,1,,2,no
1956,A332/A321,Solo Leisure,Business Class,Abu Dhabi to Belgrade via Istanbul,August 2015,1,5,5,2,2,,2,no
1957,A320/ Boeing 737,Family Leisure,Economy Class,CGN to GZT via IST,August 2015,2,4,5,3,5,,5,yes
1958,A330 and A320,Solo Leisure,Business Class,BRU to IST,August 2015,3,5,1,1,3,5,4,yes
1959,A340,Family Leisure,Economy Class,Istanbul to Karachi,August 2015,2,3,1,1,2,,2,no
1960,,Family Leisure,Economy Class,Heathrow to Abuja via Istanbul,August 2015,4,1,1,1,1,,1,no
1961,A330-300,Family Leisure,Economy Class,Budapest to Kuala Lumpur via IST,August 2015,1,2,3,4,3,2,5,no
1962,,Solo Leisure,Economy Class,JFK to KUL via Istanbul,May 2015,2,2,2,3,1,,1,no
1963,,Solo Leisure,Economy Class,London to Sofia via Istanbul,July 2015,1,2,2,2,1,1,3,no
1964,Boeing 777,Family Leisure,Economy Class,FCO to ORD via IST,July 2015,3,4,4,4,1,4,1,no
1965,Boeing 777-300 and A321-200,Family Leisure,Economy Class,Ankara to Athens via Istanbul,August 2015,4,4,4,4,4,,5,yes
1966,Boeing 737-800 / Boeing 777,Family Leisure,Economy Class,Málaga to Tokyo via Istanbul,July 2015,3,5,4,3,3,,5,yes
1967,,Couple Leisure,Economy Class,Edinburgh to Thailand via Istanbul,July 2015,3,2,2,4,3,,3,no
1968,,Family Leisure,Economy Class,Hamburg to Istanbul,July 2015,4,5,5,5,5,,5,yes
1969,A320,Family Leisure,Economy Class,Pisa to Istanbul,January 2015,5,4,5,5,4,,4,yes
1970,A330-300,Family Leisure,Economy Class,Singapore to Istanbul,July 2015,4,5,5,5,5,5,5,yes
1971,Boeing 737,Solo Leisure,Business Class,Istanbul to Ulaanbaator,July 2015,1,4,4,3,3,,1,yes
1972,A321/A340,Family Leisure,Economy Class,Munich to Dubai via Istanbul,July 2015,1,1,2,1,1,,1,no
1973,,Solo Leisure,Economy Class,Skopje to Amsterdam via Istanbul,January 2015,3,1,3,,1,,1,no
1974,Boeing 737-800,Solo Leisure,Economy Class,CDG to SAW,July 2015,4,4,5,3,4,,5,yes
1975,Boeing 737-800,Solo Leisure,Economy Class,SAW to CDG,July 2015,5,5,5,2,3,,5,yes
1976,A330-200 and Boeing 737-900,Family Leisure,Economy Class,AUH to BHX via IST,July 2015,2,2,3,3,1,,3,no
1977,A330,Solo Leisure,Business Class,Bangkok to Istanbul,July 2015,4,5,5,5,5,5,5,yes
1978,A330 / A321,Solo Leisure,Business Class,Brussels to Istanbul return,June 2015,4,4,2,,3,1,3,yes
1979,Boeing 737,Couple Leisure,Economy Class,Istanbul to London,June 2015,4,4,4,,1,,5,yes
1980,A330,Business,Business Class,CPH to IST,June 2015,2,2,3,1,3,,3,no
1981,,Family Leisure,Economy Class,Istanbul to Los Angeles,July 2015,2,1,1,3,1,2,2,no
1982,A321,Family Leisure,Economy Class,Istanbul to Athens,June 2015,3,4,3,1,3,,2,no
1983,A330-300,Business,Business Class,Amsterdam to Istanbul,June 2015,4,4,4,4,1,4,4,yes
1984,,Family Leisure,Economy Class,Boston to Dar es Salaam via Istanbul,July 2015,5,5,3,5,1,,2,no
1985,A330,Family Leisure,Economy Class,BCN to JFK via IST,June 2015,5,5,5,5,4,,5,yes
1986,,Couple Leisure,Economy Class,Brussels to Mumbai via Istanbul,June 2015,3,3,3,4,3,,5,yes
1987,Boeing 777-300ER,Solo Leisure,Economy Class,Sao Paulo to Dhaka via IST,May 2015,4,5,5,5,3,5,5,yes
1988,Boeing 737-900,Business,Economy Class,SOF to IST,June 2015,4,3,4,3,2,,4,yes
1989,A319/ A320,Couple Leisure,Economy Class,Salzburg to Tel Aviv via Istanbul,June 2015,4,5,5,3,4,,4,yes
1990,Boeing 737,Solo Leisure,Economy Class,Dublin to Belgrade via Istanbul,June 2015,4,4,4,4,3,,5,yes
1991,A320 and B737-800,Business,Economy Class,Milan to Tblisi via Istanbul,June 2015,2,2,4,3,2,,2,yes
1992,,Solo Leisure,Economy Class,Taipei to Dusseldorf via Istanbul,April 2015,3,2,5,3,3,1,3,no
1993,,Family Leisure,Economy Class,Istanbul to Houston,June 2015,2,2,3,4,1,,3,no
1994,B777,Couple Leisure,Premium Economy,New York to Istanbul,June 2015,4,5,4,4,2,,5,yes
1995,,Solo Leisure,Economy Class,Vienna-IST-Rostov,May 2015,1,1,4,1,,,2,no
1996,A330,Solo Leisure,Economy Class,Manchester to Kuala Lumpur via Istanbul,June 2015,4,3,4,3,3,,5,yes
1997,,Solo Leisure,Business Class,Istanbul to Bangkok,June 2015,5,5,5,5,,,5,yes
1998,,,Economy Class,,,5,4,5,4,,,5,yes
1999,,,Business Class,,,3,5,5,4,,,4,yes
2000,,,Business Class,,,4,1,1,2,,,1,no
2001,,,Business Class,,,5,4,5,5,,,5,yes
2002,,,Economy Class,,,3,5,5,5,,,4,yes
2003,,,Business Class,,,4,2,5,3,,,4,no
2004,,,Economy Class,,,3,4,4,3,,,2,no
2005,,,Business Class,,,4,4,4,5,,,5,yes
2006,,,Premium Economy,,,5,5,5,4,,,5,yes
2007,,,Economy Class,,,5,5,5,4,,,5,yes
2008,,,Economy Class,,,4,3,4,4,,,4,yes
2009,,,Economy Class,,,4,4,5,4,,,5,yes
2010,,,Economy Class,,,4,5,5,4,,,5,yes
2011,,,Economy Class,,,4,5,5,4,,,5,yes
2012,,,Economy Class,,,3,3,3,2,,,4,no
2013,,,Business Class,,,2,4,4,4,,,4,no
2014,,,Economy Class,,,1,2,4,2,,,1,no
2015,,,Business Class,,,5,5,5,5,,,5,yes
2016,,,Economy Class,,,4,5,4,4,,,5,yes
2017,,,Economy Class,,,5,5,5,1,,,5,yes
2018,,,Business Class,,,4,5,5,4,,,4,yes
2019,,,Economy Class,,,4,5,5,5,,,5,yes
2020,,,Business Class,,,4,5,3,2,,,3,yes
2021,,,Economy Class,,,5,5,5,5,,,5,yes
2022,,,Economy Class,,,4,3,4,2,,,5,yes
2023,,,Economy Class,,,3,5,5,5,,,5,yes
2024,,,Economy Class,,,4,5,5,5,,,5,yes
2025,,,Economy Class,,,4,4,5,4,,,5,yes
2026,,,Business Class,,,3,5,4,4,,,3,yes
2027,,,Economy Class,,,2,1,3,1,,,4,no
2028,,,Economy Class,,,3,4,4,5,,,4,yes
2029,,,Economy Class,,,3,3,4,3,,,4,yes
2030,,,Economy Class,,,1,1,4,3,,,1,no
2031,,,Economy Class,,,3,3,2,1,,,2,no
2032,,,Business Class,,,5,3,1,3,,,5,yes
2033,,,Economy Class,,,2,3,4,3,,,3,yes
2034,,,Business Class,,,2,1,3,2,,,2,no
2035,,,Economy Class,,,4,4,5,5,,,4,yes
2036,,,Economy Class,,,5,3,5,4,,,5,yes
2037,,,Business Class,,,4,1,1,3,,,2,no
2038,,,Economy Class,,,3,3,5,3,,,3,no
2039,,,Economy Class,,,2,1,5,3,,,2,no
2040,,,Economy Class,,,5,5,5,1,,,4,no
2041,,,Economy Class,,,4,3,4,4,,,4,yes
2042,,,Economy Class,,,3,4,5,4,,,5,yes
2043,,,Business Class,,,1,2,2,4,,,2,no
2044,,,Business Class,,,2,2,2,2,,,2,no
2045,,,Economy Class,,,4,4,5,4,,,5,yes
2046,,,Economy Class,,,4,5,5,5,,,5,yes
2047,,,Premium Economy,,,4,4,4,3,,,4,yes
2048,,,Premium Economy,,,5,4,4,5,,,5,yes
2049,,,Economy Class,,,3,3,4,3,,,4,no
2050,,,Business Class,,,1,2,2,1,,,2,no
2051,,,Business Class,,,1,2,3,3,,,1,no
2052,,,Economy Class,,,4,5,4,4,,,5,yes
2053,,,Business Class,,,3,4,4,2,,,3,no
2054,,,Economy Class,,,4,4,4,4,,,4,yes
2055,,,Economy Class,,,5,5,5,5,,,5,yes
2056,,,Economy Class,,,2,5,4,3,,,4,no
2057,,,Business Class,,,4,4,5,4,,,5,yes
2058,,,Economy Class,,,3,3,3,5,,,3,no
2059,,,Business Class,,,4,5,4,3,,,4,yes
2060,,,Business Class,,,5,5,3,3,,,5,yes
2061,,,Business Class,,,4,2,3,3,,,4,no
2062,,,Economy Class,,,4,4,4,3,,,5,yes
2063,,,Economy Class,,,4,4,5,4,,,4,yes
2064,,,Premium Economy,,,5,5,5,4,,,5,yes
2065,,,Economy Class,,,4,5,5,3,,,5,yes
2066,,,Business Class,,,1,1,1,1,,,2,no
2067,,,Business Class,,,5,4,5,4,,,4,yes
2068,,,Economy Class,,,4,4,4,4,,,5,yes
2069,,,Economy Class,,,5,5,5,3,,,5,yes
2070,,,Economy Class,,,5,3,5,5,,,4,yes
2071,,,Economy Class,,,3,4,4,4,,,5,yes
2072,,,Economy Class,,,4,5,5,5,,,5,yes
2073,,,Economy Class,,,5,5,5,3,,,5,yes
2074,,,Business Class,,,5,3,4,4,,,1,no
2075,,,Economy Class,,,4,2,4,4,,,1,no
2076,,,Economy Class,,,3,2,4,3,,,4,no
2077,,,Business Class,,,3,5,3,1,,,5,yes
2078,,,Business Class,,,4,5,4,5,,,4,yes
2079,,,Business Class,,,4,2,3,1,,,4,no
2080,,,Economy Class,,,3,5,4,5,,,4,yes
2081,,,Economy Class,,,3,5,5,5,,,5,yes
2082,,,Economy Class,,,3,2,1,1,,,2,no
2083,,,Economy Class,,,3,1,2,1,,,4,no
2084,,,Economy Class,,,2,1,3,4,,,2,no
2085,,,Business Class,,,4,1,4,3,,,3,no
2086,,,Economy Class,,,4,1,5,4,,,4,yes
2087,,,Economy Class,,,3,1,3,4,,,5,no
2088,,,Premium Economy,,,5,5,5,5,,,5,yes
2089,,,Economy Class,,,3,2,3,3,,,2,no
2090,,,Economy Class,,,3,4,4,2,,,3,yes
2091,,,Business Class,,,2,4,5,3,,,2,no
2092,,,Business Class,,,3,5,5,5,,,5,yes
2093,,,Business Class,,,5,5,5,5,,,5,yes
2094,,,Business Class,,,1,5,5,1,,,3,no
2095,,,Economy Class,,,4,4,4,5,,,5,yes
2096,,,Economy Class,,,4,1,3,2,,,3,no
2097,,,Business Class,,,1,4,2,1,,,1,no
2098,,,Economy Class,,,4,4,5,5,,,4,no
2099,,,Economy Class,,,3,1,5,5,,,1,no
2100,,,Economy Class,,,4,4,5,5,,,4,no
2101,,,Business Class,,,4,3,5,3,,,4,yes
2102,,,Economy Class,,,4,3,5,2,,,5,yes
2103,,,Business Class,,,3,5,5,2,,,4,yes
2104,,,Business Class,,,2,4,5,3,,,2,yes
2105,,,Economy Class,,,3,2,3,3,,,1,no
2106,,,Business Class,,,4,3,4,4,,,3,yes
2107,,,Economy Class,,,4,5,4,4,,,5,yes
2108,,,Premium Economy,,,4,5,4,5,,,4,yes
2109,,,Economy Class,,,3,3,4,4,,,4,yes
2110,,,Economy Class,,,5,4,4,4,,,5,yes
2111,,,Economy Class,,,4,4,4,4,,,4,yes
2112,,,Business Class,,,2,5,4,4,,,4,yes
2113,,,Economy Class,,,3,1,4,3,,,4,no
2114,,,Economy Class,,,3,3,4,4,,,5,yes
2115,,,Economy Class,,,5,5,5,4,,,5,yes
2116,,,Economy Class,,,4,5,5,5,,,5,yes
2117,,,Economy Class,,,4,4,5,5,,,5,yes
2118,,,Business Class,,,5,3,5,4,,,4,no
2119,,,Economy Class,,,4,5,3,3,,,4,yes
2120,,,Economy Class,,,3,3,3,2,,,5,yes
2121,,,Economy Class,,,2,1,4,4,,,3,no
2122,,,Economy Class,,,4,2,2,2,,,1,no
2123,,,Economy Class,,,5,4,4,3,,,4,yes
2124,,,Economy Class,,,4,1,4,3,,,2,no
2125,,,Economy Class,,,4,1,3,3,,,3,yes
2126,,,Business Class,,,4,1,1,4,,,1,no
2127,,,Business Class,,,5,5,5,5,,,5,yes
2128,,,Premium Economy,,,5,4,5,4,,,5,yes
2129,,,Economy Class,,,4,4,5,2,,,5,yes
2130,,,Economy Class,,,5,5,5,4,,,5,yes
2131,,,Business Class,,,1,3,4,1,,,1,no
2132,,,Economy Class,,,4,4,4,4,,,5,yes
2133,,,Economy Class,,,3,1,3,1,,,4,no
2134,,,Business Class,,,1,4,4,3,,,1,no
2135,,,Business Class,,,5,5,5,5,,,5,yes
2136,,,Economy Class,,,4,3,4,2,,,4,yes
2137,,,Economy Class,,,1,1,1,1,,,1,no
2138,,,Business Class,,,5,5,5,3,,,5,yes
2139,,,Economy Class,,,5,3,3,5,,,4,no
2140,,,Economy Class,,,5,2,5,5,,,2,no
2141,,,Economy Class,,,4,5,5,5,,,5,yes
2142,,,Economy Class,,,3,4,4,3,,,4,yes
2143,,,Business Class,,,5,5,5,5,,,5,yes
2144,,,Economy Class,,,4,3,4,2,,,4,yes
2145,,,Business Class,,,3,3,3,1,,,5,yes
2146,,,Economy Class,,,4,5,5,5,,,5,yes
2147,,,Business Class,,,1,1,3,1,,,1,no
2148,,,Economy Class,,,4,2,4,3,,,1,no
2149,,,Economy Class,,,2,1,4,1,,,3,no
2150,,,Business Class,,,5,5,5,3,,,5,yes
2151,,,Economy Class,,,2,1,4,1,,,3,no
2152,,,Economy Class,,,5,5,5,5,,,5,yes
2153,,,Economy Class,,,2,2,1,4,,,2,no
2154,,,Premium Economy,,,5,5,5,5,,,5,yes
2155,,,Economy Class,,,1,1,1,1,,,1,no
2156,,,Business Class,,,4,5,5,5,,,5,yes
2157,,,Business Class,,,5,4,5,5,,,5,yes
2158,,,Economy Class,,,1,1,1,1,,,3,no
2159,,,Business Class,,,2,2,3,3,,,3,no
2160,,,Economy Class,,,5,4,5,5,,,5,yes
2161,,,Premium Economy,,,5,5,5,5,,,5,yes
2162,,,Business Class,,,5,5,3,3,,,5,yes
2163,,,Business Class,,,1,2,3,2,,,2,no
2164,,,Business Class,,,1,3,2,1,,,1,no
2165,,,Economy Class,,,1,2,2,3,,,2,no
2166,,,Business Class,,,2,1,1,4,,,4,no
2167,,,Economy Class,,,3,1,2,3,,,3,no
2168,,,Economy Class,,,2,1,2,2,,,1,no
2169,,,Economy Class,,,1,1,2,2,,,1,no
2170,,,Economy Class,,,3,1,2,3,,,3,no
2171,,,Economy Class,,,2,1,2,2,,,1,no
2172,,,Economy Class,,,1,1,2,2,,,1,no
2173,,,Economy Class,,,1,1,1,3,,,1,no
2174,,,Economy Class,,,1,1,1,4,,,2,no
2175,,,Premium Economy,,,5,4,5,5,,,5,yes
2176,,,Business Class,,,4,3,3,3,,,5,yes
2177,,,Economy Class,,,4,5,5,4,,,5,yes
2178,,,Economy Class,,,3,2,4,3,,,3,no
2179,,,Economy Class,,,3,1,2,1,,,1,no
2180,,,Business Class,,,4,4,5,3,,,5,yes
2181,,,Economy Class,,,1,1,3,3,,,2,no
2182,,,Business Class,,,5,3,5,5,,,5,yes
2183,,,Business Class,,,4,5,5,3,,,5,yes
2184,,,Economy Class,,,5,4,5,4,,,5,yes
2185,,,Economy Class,,,3,1,3,3,,,1,no
2186,,,Economy Class,,,5,5,5,5,,,5,yes
2187,,,Economy Class,,,3,1,3,4,,,1,no
2188,,,Premium Economy,,,5,5,5,5,,,5,yes
2189,,,Economy Class,,,2,2,2,1,,,2,no
2190,,,Business Class,,,2,4,3,1,,,2,no
2191,,,Economy Class,,,3,1,3,3,,,3,no
2192,,,Economy Class,,,2,1,2,1,,,1,no
2193,,,Economy Class,,,3,3,3,3,,,1,no
2194,,,Economy Class,,,2,1,3,3,,,3,no
2195,,,Economy Class,,,1,2,3,1,,,3,no
2196,,,Economy Class,,,5,4,5,5,,,4,yes
2197,,,Economy Class,,,5,5,5,5,,,5,yes
2198,,,Economy Class,,,4,5,5,5,,,5,yes
2199,,,Business Class,,,2,1,1,1,,,1,no
2200,,,Business Class,,,4,4,3,1,,,4,yes
2201,,,Economy Class,,,3,3,3,1,,,4,no
2202,,,Business Class,,,5,3,5,5,,,2,no
2203,,,Business Class,,,4,4,4,4,,,4,yes
2204,,,Economy Class,,,4,2,4,5,,,4,no
2205,,,Economy Class,,,2,3,4,3,,,3,no
2206,,,Economy Class,,,4,5,4,4,,,5,yes
2207,,,Economy Class,,,5,5,5,5,,,5,yes
2208,,,Economy Class,,,4,5,4,4,,,5,yes
2209,,,Economy Class,,,3,3,3,1,,,5,yes
2210,,,Economy Class,,,3,1,4,3,,,2,no
2211,,,Premium Economy,,,4,5,3,2,,,5,yes
2212,,,Premium Economy,,,3,4,5,4,,,5,yes
2213,,,Economy Class,,,5,5,5,5,,,4,yes
2214,,,Business Class,,,1,1,2,1,,,1,no
2215,,,Economy Class,,,4,5,5,3,,,4,yes
2216,,,Business Class,,,1,2,3,1,,,3,yes
2217,,,Business Class,,,3,5,4,3,,,4,yes
2218,,,Economy Class,,,1,1,3,1,,,2,no
2219,,,Business Class,,,1,1,2,1,,,1,no
2220,,,Economy Class,,,1,4,4,2,,,3,no
2221,,,Economy Class,,,4,5,5,5,,,5,yes
2222,,,Economy Class,,,1,1,3,3,,,3,no
2223,,,Business Class,,,5,5,4,4,,,5,yes
2224,,,Business Class,,,5,3,5,3,,,3,yes
2225,,,Economy Class,,,5,5,5,5,,,5,yes
2226,,,Premium Economy,,,4,5,5,3,,,5,yes
2227,,,Business Class,,,5,5,2,2,,,3,yes
2228,,,Premium Economy,,,5,5,5,4,,,5,yes
2229,,,Economy Class,,,1,2,1,1,,,2,no
2230,,,Economy Class,,,3,1,3,3,,,3,no
2231,,,Economy Class,,,2,1,3,1,,,2,no
2232,,,Business Class,,,5,5,2,1,,,5,yes
2233,,,Economy Class,,,5,2,5,5,,,3,no
2234,,,Business Class,,,4,4,3,4,,,5,yes
2235,,,Economy Class,,,4,3,3,2,,,4,yes
2236,,,Business Class,,,5,2,4,4,,,5,yes
2237,,,Economy Class,,,4,4,4,5,,,5,yes
2238,,,Economy Class,,,4,4,5,4,,,3,yes
2239,,,Economy Class,,,3,3,3,2,,,3,yes
2240,,,Economy Class,,,4,4,4,2,,,5,yes
2241,,,Premium Economy,,,3,2,3,3,,,4,no
2242,,,Economy Class,,,4,5,5,5,,,5,yes
2243,,,Business Class,,,5,5,5,5,,,5,yes
2244,,,Premium Economy,,,3,4,4,3,,,4,yes
2245,,,Economy Class,,,5,5,5,5,,,4,yes
2246,,,Economy Class,,,3,1,3,1,,,1,no
2247,,,Economy Class,,,3,5,5,5,,,5,yes
2248,,,Economy Class,,,4,5,5,5,,,5,yes
2249,,,Economy Class,,,4,3,4,4,,,5,yes
2250,,,Economy Class,,,1,1,2,1,,,1,no
2251,,,Economy Class,,,3,2,2,3,,,3,yes
2252,,,Economy Class,,,3,4,3,5,,,5,yes
2253,,,Business Class,,,5,5,5,5,,,5,yes
2254,,,Economy Class,,,5,5,4,N/A,,,5,yes
2255,,,Business Class,,,2,1,2,2,,,3,no
2256,,,Economy Class,,,4,4,5,3,,,4,yes
2257,,,Economy Class,,,4,1,4,3,,,2,no
2258,,,Economy Class,,,2,3,3,4,,,3,yes
2259,,,Economy Class,,,1,2,2,1,,,1,no
2260,,,Economy Class,,,1,1,3,1,,,1,no
2261,,,Economy Class,,,3,3,3,4,,,2,no
2262,,,Economy Class,,,1,1,1,2,,,2,no
2263,,,Premium Economy,,,4,4,4,3,,,4,yes
2264,,,Economy Class,,,3,4,4,2,,,1,no
2265,,,Economy Class,,,4,5,5,4,,,5,yes
2266,,,Economy Class,,,4,5,5,4,,,5,yes
2267,,,Economy Class,,,3,5,5,4,,,5,yes
2268,,,Economy Class,,,4,4,5,5,,,5,yes
2269,,,Business Class,,,2,1,1,2,,,3,no
2270,,,Economy Class,,,4,5,4,4,,,5,yes
2271,,,Economy Class,,,5,2,4,5,,,3,yes
2272,,,Economy Class,,,2,3,4,1,,,2,no
2273,,,Economy Class,,,3,4,4,4,,,4,yes
2274,,,Business Class,,,4,4,5,4,,,5,yes
2275,,,Economy Class,,,4,4,5,5,,,3,yes
2276,,,Economy Class,,,3,2,3,3,,,2,no
2277,,,Economy Class,,,5,5,5,5,,,5,yes
2278,,,Economy Class,,,2,3,5,3,,,5,yes
2279,,,Economy Class,,,3,1,3,3,,,1,no
2280,,,Business Class,,,1,1,1,1,,,1,no
2281,,,Economy Class,,,1,1,1,1,,,1,no
2282,,,Economy Class,,,4,4,5,5,,,5,yes
2283,,,Economy Class,,,3,3,3,4,,,4,yes
2284,,,Economy Class,,,5,5,5,5,,,5,yes
2285,,,Economy Class,,,1,1,3,1,,,1,no
2286,,,Premium Economy,,,4,4,5,5,,,4,yes
2287,,,Business Class,,,2,1,1,1,,,3,no
2288,,,Business Class,,,2,1,3,3,,,1,no
2289,,,Economy Class,,,5,5,5,4,,,5,yes
2290,,,Economy Class,,,5,5,5,4,,,5,yes
2291,,,Business Class,,,4,2,5,4,,,5,yes
2292,,,Economy Class,,,2,1,1,1,,,2,no
2293,,,Economy Class,,,4,4,4,4,,,4,yes
2294,,,Business Class,,,5,5,5,5,,,5,yes
2295,,,Economy Class,,,3,3,4,3,,,3,yes
2296,,,Economy Class,,,3,3,3,3,,,3,yes
2297,,,Economy Class,,,2,1,1,1,,,1,no
2298,,,Economy Class,,,3,4,5,3,,,5,yes
2299,,,Business Class,,,4,1,1,3,,,3,no
2300,,,Economy Class,,,3,5,5,4,,,5,yes
2301,,,Business Class,,,3,4,5,2,,,5,yes
2302,,,Economy Class,,,3,4,4,3,,,5,yes
2303,,,Economy Class,,,3,2,3,3,,,3,yes
2304,,,Economy Class,,,3,4,5,3,,,5,yes
2305,,,Economy Class,,,4,2,3,1,,,2,no
2306,,,Economy Class,,,2,2,3,2,,,2,no
2307,,,Business Class,,,1,1,1,1,,,1,no
2308,,,Business Class,,,5,5,5,5,,,5,yes
2309,,,Economy Class,,,4,3,4,4,,,5,yes
2310,,,Economy Class,,,4,3,4,4,,,5,yes
2311,,,Economy Class,,,3,1,4,2,,,3,yes
2312,,,Economy Class,,,4,4,5,1,,,5,yes
2313,,,Economy Class,,,1,1,2,1,,,2,no
2314,,,Economy Class,,,1,1,3,1,,,2,no
2315,,,Economy Class,,,3,2,3,3,,,5,yes
2316,,,Economy Class,,,5,3,5,2,,,5,yes
2317,,,Business Class,,,4,4,5,2,,,4,yes
2318,,,Economy Class,,,2,2,4,1,,,3,no
2319,,,Business Class,,,3,2,1,1,,,2,no
2320,,,Economy Class,,,1,1,1,1,,,1,no
2321,,,Economy Class,,,3,3,3,1,,,4,yes
2322,,,Economy Class,,,2,4,5,3,,,4,yes
2323,,,Economy Class,,,4,4,4,5,,,4,yes
2324,,,Economy Class,,,3,3,4,4,,,4,yes
2325,,,Economy Class,,,2,1,1,1,,,2,no
2326,,,Economy Class,,,4,4,4,N/A,,,5,yes
2327,,,Business Class,,,3,2,4,1,,,5,yes
2328,,,Business Class,,,3,5,5,4,,,4,yes
2329,,,Premium Economy,,,5,3,4,3,,,5,yes
2330,,,Economy Class,,,2,1,2,2,,,3,no
2331,,,Business Class,,,4,4,5,4,,,5,yes
2332,,,Business Class,,,1,1,3,2,,,2,no
2333,,,Business Class,,,5,3,4,4,,,4,yes
2334,,,Business Class,,,3,4,5,4,,,4,yes
2335,,,Business Class,,,5,2,1,4,,,4,no
2336,,,Economy Class,,,5,5,5,5,,,5,yes
2337,,,Economy Class,,,4,4,4,N/A,,,5,yes
2338,,,Economy Class,,,2,1,1,1,,,2,no
2339,,,Business Class,,,1,3,3,2,,,1,no
2340,,,Economy Class,,,4,1,1,3,,,3,no
2341,,,Economy Class,,,3,3,4,4,,,4,yes
2342,,,Economy Class,,,2,3,2,2,,,2,no
2343,,,Economy Class,,,5,5,5,5,,,5,yes
2344,,,Economy Class,,,3,5,5,5,,,5,yes
2345,,,Business Class,,,1,4,3,1,,,2,no
2346,,,Economy Class,,,1,2,4,3,,,3,no
2347,,,Economy Class,,,2,1,4,1,,,2,no
2348,,,Business Class,,,5,4,4,4,,,5,yes
2349,,,Economy Class,,,4,4,5,3,,,5,yes
2350,,,Business Class,,,3,1,3,N/A,,,3,no
2351,,,Economy Class,,,3,2,3,2,,,1,no
2352,,,Economy Class,,,4,1,3,4,,,3,no
2353,,,Economy Class,,,1,2,2,1,,,1,no
2354,,,Economy Class,,,5,5,5,4,,,5,yes
2355,,,Economy Class,,,3,2,3,4,,,3,no
2356,,,Economy Class,,,3,2,2,3,,,3,no
2357,,,Economy Class,,,4,1,3,5,,,4,no
2358,,,Economy Class,,,4,5,5,5,,,5,yes
2359,,,Business Class,,,5,5,5,N/A,,,5,yes
2360,,,Premium Economy,,,2,2,2,1,,,3,no
2361,,,Business Class,,,1,2,4,2,,,2,no
2362,,,Economy Class,,,5,4,5,4,,,5,yes
2363,,,Business Class,,,2,2,3,1,,,1,no
2364,,,Economy Class,,,4,5,4,4,,,4,yes
2365,,,Economy Class,,,5,5,5,4,,,5,yes
2366,,,Economy Class,,,4,1,4,4,,,3,no
2367,,,Business Class,,,4,3,2,N/A,,,3,no
2368,,,Economy Class,,,2,1,3,2,,,2,no
2369,,,Business Class,,,5,4,5,4,,,5,yes
2370,,,Economy Class,,,4,5,5,2,,,5,yes
2371,,,Economy Class,,,5,5,5,4,,,4,yes
2372,,,Economy Class,,,4,4,5,5,,,4,yes
2373,,,Economy Class,,,5,5,5,5,,,5,yes
2374,,,Economy Class,,,5,4,5,5,,,5,yes
2375,,,Economy Class,,,4,3,4,3,,,4,yes
2376,,,Premium Economy,,,5,3,3,5,,,4,yes
2377,,,Economy Class,,,4,4,5,3,,,4,yes
2378,,,Economy Class,,,4,4,5,5,,,4,yes
2379,,,Premium Economy,,,3,4,5,4,,,3,yes
2380,,,Premium Economy,,,4,5,5,5,,,5,yes
2381,,,Economy Class,,,4,1,5,1,,,1,no
2382,,,Economy Class,,,1,1,2,2,,,2,no
2383,,,Economy Class,,,3,2,5,3,,,4,yes
2384,,,Business Class,,,3,3,3,1,,,4,yes
2385,,,Business Class,,,2,2,5,4,,,3,no
2386,,,Business Class,,,4,5,4,4,,,5,yes
2387,,,Economy Class,,,4,5,5,4,,,5,yes
2388,,,Economy Class,,,2,4,5,5,,,5,yes
